email_text,type
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 8
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 16:39:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 6
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 16:42:38
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_7E2615C1
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 15
Device: 10.254.247.78 - Slave 10
Time Detected:  07/25/23 10:32:38
Notification Time:      07/25/23 16:50:38
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_A393E8F4
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 9
Device: 10.254.247.78 - Slave 11
Time Detected:  07/25/23 13:16:10
Notification Time:      07/25/23 17:04:10
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_27010CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"NMBHQ Datacenter SMS monitoring system online
",Informational
"Alert Title:    BYO UPS 2 (10.254.247.189) - communication lost
Alert Description:

Communication with 'BYO UPS 2 (10.254.247.189)' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: BYO UPS 2 (10.254.247.189)
Time Detected:  07/25/23 23:09:43
Notification Time:      07/25/23 23:14:43
Notification Policy:    Bulawayo Policy
Action Name:    Tendo
Location:       BYO BASEMENT UPS Room
Primary Contact:        VICTOR MAROWA/ MUTASA/ TENDO
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.8 PN:apc_hw03_aos_378.bin AF1:v3.7.7 AN1:apc_hw03_px2_377.bin MN:0G-9354 HR:0C SN: QD1607113146 MD:02/22/2016) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_3CD996B6
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    BYO UPS 2 (10.254.247.189) - communication restored
Alert Description:

Communication with 'BYO UPS 2 (10.254.247.189)' has been restored.

Alert Type:     Communication Lost
Severity:       Failure (returned to normal)
Alert Level:    Return To Normal
Device: BYO UPS 2 (10.254.247.189)
Time Detected:  07/25/23 23:09:43
Time Returned to Normal:        07/25/23 23:16:01
Notification Time:      07/25/23 23:16:50
Action Name:    Tendo
Location:       BYO BASEMENT UPS Room
Primary Contact:        VICTOR MAROWA/ MUTASA/ TENDO
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.8 PN:apc_hw03_aos_378.bin AF1:v3.7.7 AN1:apc_hw03_px2_377.bin MN:0G-9354 HR:0C SN: QD1607113146 MD:02/22/2016) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_3CD996B6
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"POTRAZ HQ power sms system online
",Informational
"NMB HQ Power SMS system is online
",Informational
"ZIMSWITCH NEWLANDS Datacenter SMS monitoring system is online
",Informational
"Ewz Wvl genset SMS monitoring system online
",Informational
"FBC Samora Genset SMS system online.
",Informational
"CBZ_KWAME: GENSETS SMS MONITORING SYSTEM IS ONLINE
",Informational
"FBC Power Room SMS Monitoring system online.
",Informational
"Delta Cripps DC_Genset not inAuto
",Alarm
"Delta Cripps DC_Genset running
",Informational
"Delta Cripps DC_Genset back inAuto
",Informational
"Delta Cripps stopped running
",Informational
"Delta Cripps DC_Genset running
",Informational
"Delta Cripps stopped running
",Informational
"Delta Cripps DC_Genset running
",Informational
"Delta Cripps stopped running
",Informational
"Delta Cripps Genset SMS system is online!
",Informational
"MEGAPAK PET 1 GENERATOR : Daily start has been initiated.
",Informational
"MEFMI sms monitoring system online
",Informational
"NMBHQ Datacenter SMS monitoring system online
",Informational
"ZIMSWITCH Power sms monitoring system is online
",Informational
"POTRAZ HQ power sms system online
",Informational
"NMB HQ Power SMS system is online
",Informational
"ZIMSWITCH NEWLANDS Datacenter SMS monitoring system is online
",Informational
"Ewz willovale Essential power unavailable for more than 120 seconds critical alarm
",Alarm
"Ewz Wvl genset SMS monitoring system online
",Informational
"FBC Generator : Generator is not AUTO MODE as  of  07:53:45. * In the event of mains failure Generator will not start.
",Alarm
"FBC Generator : Generator is running as at 07:55:25.
",Informational
"FBC Generator : Generator fault at 07:56:53, please attend.
",Alarm
"FBC Generator : Generator fault cleared at 08:00:51.
",Informational
"BNC Bindura Server Rm SMS Monitoring at your service
",Informational
"FBC Samora Genset SMS system online.
",Informational
"CBZ_KWAME: GENSETS SMS MONITORING SYSTEM IS ONLINE
",Informational
"FBC Power Room SMS Monitoring system online.
",Informational
"MEGAPAK PET 1 GENERATOR: Mains Failure warning!
",Informational
"MEGAPAK PET 1 GENERATOR : Generator running.
",Informational
"MEGAPAK PET 1 GENERATOR: Mains restored!
",Informational
"MEGAPAK PET 1 GENERATOR : Generator stopped.
",Informational
"Ewz Wvl Mains Failure!
",Informational
"Ewz willovale Essential power restored
",Informational
"Ewz Wvl GenB running
",Informational
"Ewz Wvl 700KVA GenA running
",Informational
"Alert Title:    Runtime Alarm
Alert Description:

A runtime alarm threshold violation exists.

Recommended Action: Make sure the threshold is set correctly at the UPS. Reduce the load to conserve as much of the remaining runtime as needed to support critical systems. Consider adding additional batteries or upgrading to a UPS that provides more runtime. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to upgrade to a UPS that best meets your system requirements. If the problem persists, contact APC Support (http://www.apc.com/go/direct/index.cfm?tag=support).

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL UPS 3 (10.254.247.105)
Time Detected:  07/27/23 11:40:25
Notification Time:      07/27/23 11:45:25
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE BATTERY ROOM NEXT TO VAS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.8 PN:apc_hw03_aos_378.bin AF1:v3.7.7 AN1:apc_hw03_px2_377.bin MN:0G-9354 HR:0C SN: PD0907130457 MD:02/11/2009) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_0BBD7CDB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: 10.254.247.78 - Slave 11
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 11:51:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_D6B51396
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: 10.254.247.78 - Slave 10
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 11:51:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_2799CFFF
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: 10.254.247.78 - Slave 11
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 11:58:37
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_353186A7
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo
Device: 10.254.247.78 - Slave 10
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 11:58:37
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_AA8FCED9
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"CBZ  DR: 165KVA Genset is not in auto ,please attend.
",Alarm
"CBZ  DR: 165KVA Genset is now running.
",Informational
"CBZ  DR:Mains failure.
",Informational
"CBZ  DR:Essential power is now available.
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 11
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 12:16:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_D6B51396
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 10
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 12:16:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_2799CFFF
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 11
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 12:41:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_D6B51396
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 2
Device: 10.254.247.78 - Slave 10
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 12:41:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_2799CFFF
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 11
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 12:58:37
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
Alert ID:       nbErrorCond_353186A7
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 1
Device: 10.254.247.78 - Slave 10
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 12:58:37
Notification Policy:    Willowvale Gensets Test test
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_AA8FCED9
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 11 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 11' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 3
Device: 10.254.247.78 - Slave 11
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 13:06:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
Alert ID:       nbErrorCond_D6B51396
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"Alert Title:    10.254.247.78 - Slave 10 - communication lost
Alert Description:

Communication with '10.254.247.78 - Slave 10' has been lost.

Alert Type:     Communication Lost
Severity:       Failure
Alert Level:    Tendo - repeat 3
Device: 10.254.247.78 - Slave 10
Time Detected:  07/27/23 11:48:37
Notification Time:      07/27/23 13:06:37
Notification Policy:    Tendo_NOC
Action Name:    Tendo
User-provided Description:      Lost Connectivity with Willowvale 700kVA Genset A
Alert ID:       nbErrorCond_2799CFFF
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
